;reviewId;userName;userImage;content;score;thumbsUpCount;reviewCreatedVersion;at;replyContent;repliedAt
60;gp:AOqpTOEsf7wDf9ADhzgdNlA23_GsxFfZcXjfLDKX3NFFZfYpKKhEf6WANMGaiiZGZzP3b7x8qCRSiN_V8PzYNw;LOJA DELIRIUM;https://play-lh.googleusercontent.com/-Nsa7k2iLjiM/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmlEOYO_-WnaLAxkSZH78KGyrs1BQ/photo.jpg;Compra rápida e barata e segura;5;0;10.143.1;2021-04-28 00:03:13;;
61;gp:AOqpTOGYLMyivNwQ7vzv0b9wPplBwc7zcSbzdEyhjt3rrjujWWN0fn-DLSx_F5SJ1nOqSd4JaknrTvg7oIDeYg;Luiz Gustavo;https://play-lh.googleusercontent.com/a-/AOh14GhdNkvwk7JjqHe56jlemX1b7lUEdKjNGnJtZhuvwO4;Top;5;0;10.156.2;2021-04-28 00:01:02;;
62;gp:AOqpTOFU6rQ9mGKT1rW7LOigS7o2cqLT_XetJK4i76kB2y2GbMZLUfB6MJQ4LxxbSpjykvXZhgFlXhiN-QcyXA;Andrea Pulz;https://play-lh.googleusercontent.com/-brz4kp3z7l0/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnma-BEc-AEvZueRPNYfFs_dUqGpg/photo.jpg;Boa experiência;5;0;10.154.2;2021-04-28 00:00:20;;
63;gp:AOqpTOGZ75GNvXeqdr2q6JGHu0Jsx6KApiNFdsCsdXzQ601PWXaknHYKSOZkl29Valg2yzTLReHHWGc5pCJ2LQ;Danilo Borges Moreno;https://play-lh.googleusercontent.com/a-/AOh14Gh79W0Tl-P3hb7V-8OtQasjTQvGtIU64oVZQOX9Tw;Top;5;0;10.154.2;2021-04-27 23:59:46;;
64;gp:AOqpTOFpXzBW4sGDjecnV5HpuH58HjhK_Q_fFIZ7W3gxuOzDs5AdWTC5Pi4YLeRr3JC_shBPAibha4CBiwSLug;Astria Mafra;https://play-lh.googleusercontent.com/-_epUxQ2XD_k/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclkLxroTz3odIr_9NI_27oO-FVmlA/photo.jpg;amo;5;0;;2021-04-27 23:58:53;;
65;gp:AOqpTOE4R03oHYH2Xiz35NpbwPdG-fj8vAHTBQNAvA4Ty0NO1yiYGmy0HAg91SR5-TMFCZW1VYAry62bKr2Bkw;Plus Telecom;https://play-lh.googleusercontent.com/-u-QhaBKIlAE/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckgAJij-rgLxamPD4gPnI0pTDoKYA/photo.jpg;Muito bom e pontual;5;0;;2021-04-27 23:57:03;;
66;gp:AOqpTOF2fFOaGzIXOhohaHjQMDoYDYVu1x3S5zjhafOVWlcakBPzDHQ_p_qkaxxMfZhqJBO2BN6ibtPVgX-ZIw;genesio souza;https://play-lh.googleusercontent.com/a-/AOh14Giw8QP_wdgFE0qfRh-Twd4XRrP1zFkW1Zd9eYT-;Boa;4;0;10.154.2;2021-04-27 23:56:59;;
67;gp:AOqpTOHVFPxjhkeLY-3xqvindJwBUBkR-c32NYYBXgo5IyPfaVdIaCOj94W1rWgcowWdyTSw1fHxbj41So1GeQ;Laercio Léo;https://play-lh.googleusercontent.com/-zcsX-hjToOQ/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnhmslkkAIAjDZCTCLKB1eenPSLkQ/photo.jpg;Muito bom;5;0;10.154.2;2021-04-27 23:56:09;;
68;gp:AOqpTOEjxshcQZEB7ZWQeUiBDEHPB1aWaEMEdbzbFY9DXXFML-Q7owrDFVebENUHQfUkmrA5cqcJt4pHiDoRnw;alex xj6;https://play-lh.googleusercontent.com/a-/AOh14Gh2C4yQM3wMb-UsqSDnk7EcTBzcQelhVR7p-tHA0Q;Otimo maravilhozo;5;0;10.154.2;2021-04-27 23:55:43;;
69;gp:AOqpTOFnMDwe1kb1eisdHjGn8Z605zs-l5-5IQJHoN58cHc5cHTp5Dz5fbw09j_MNXFx-Er4LsqyDm-slo4CCg;Talita Moura;https://play-lh.googleusercontent.com/-Mmo3F5G9xps/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmocfmQh6Iv_LqqJCRYZRcdFU7ZQw/photo.jpg;Super satisfeita com mnhas compras;5;0;10.154.2;2021-04-27 23:55:26;;
70;gp:AOqpTOErf3IL2wb0wUT64esYzwl1xG2V0joFxvjxz1QwzVzKmX1vzpyNtDp6ZqO7oPuarRZ1Dvvsl3q0g-HU4Q;Crisley Lupatelli da Conceição;https://play-lh.googleusercontent.com/-ifolXNrevgk/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckURKzwu_KG7nrkbbwqbTxmVTiJeQ/photo.jpg;Boa;5;0;10.154.2;2021-04-27 23:54:17;;
71;gp:AOqpTOE4d8f6wprRWwHHMhCsyLwyrpjSJMp5jRa4aqysg_bJjDbHCeiDKZcYGPpyUNjaaqQoosv1XOZLZLdaTg;Elisabete Carvalho;https://play-lh.googleusercontent.com/-rZFZRuXIL5Q/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclpdcnjK5fU3cW7sc1EY3QIJ7Q7FA/photo.jpg;Super indico 😁;5;0;10.154.2;2021-04-27 23:53:15;;
72;gp:AOqpTOHToM0bOcIJ9_jCpuO4--R9cJj6zfb_llEVvyxvcXbN76tN9T0FCnnMBFSqAGX1pGufdm4qkMDXelD3wg;Wander de jesus da silva;https://play-lh.googleusercontent.com/a-/AOh14GjaUd0giGIH7YPNC5we2vvua75MAu231Klp_63_Qw;O mercado livre é uma ótima plataforma e app de compras, pois nunca tive problemas. Compras seguras e entregas rápida.;5;0;10.154.2;2021-04-27 23:50:25;;
73;gp:AOqpTOHU8Jpc1ras-gQlIPRmp2hix1Uomx5Wbb-YXtS80xs3QIobbW0m1UWZbeVuHEC3yatlEF1LUaStx-yaDA;Marcia Peçanha;https://play-lh.googleusercontent.com/a-/AOh14GiQUTgaTYuxOzCaYBH7l-nLIKPXZDWaRUHLIvcazQ;Prática a comprar...;5;0;10.154.2;2021-04-27 23:50:16;;
74;gp:AOqpTOF0FOZm0TAkouaGGUquYg3Uwym8a0zc2ZXPsDZuruakQaCgO8XF7AUTSZ6iigf2-UMJwsZ_nTqtl5KJOQ;Carlos Roberto;https://play-lh.googleusercontent.com/a-/AOh14GiZEERisFvlH417NBFW6oHWFZyTLVUOPjNHtAb1RXQ;Ótimo aplicativop para que busca boas compras, mas tem que ter tempo para mineirar.;5;0;10.154.2;2021-04-27 23:49:37;;
75;gp:AOqpTOHDgz_HKMZGGpVGK0JXwcV1A4ITSM-m8KGTbaufq-IJlisWnQNu1Rq092UBbB9Ru2rgwjQZJ-m24wUZBw;Ederson Abacherli;https://play-lh.googleusercontent.com/a-/AOh14GhWTtE6YcGbXK8LyIDiKul5b13oqigngw3UlywArA;Por causa do patrocínio ao Flamengo, nunca mais compro no mercado livre..pior erro q fizeram.;1;0;10.154.2;2021-04-27 23:49:01;;
76;gp:AOqpTOHZ1nrg0pxppQTD1LTQR2iw6-FCwK6QNn_8vbxCnCmeYE6onW7krwpUm7c15j4nQpnN_2zSIrmlEu-QMw;Wagner Miranda;https://play-lh.googleusercontent.com/a-/AOh14Gj1QJLG_gU0U0FI27DcE0974tJqNDI7jm7-Z1a74w;Excelente! Marca durinho no vendedor se algo der errado com o produto do cliente. Estão de parabéns!;5;0;10.150.2;2021-04-27 23:48:44;;
77;gp:AOqpTOEZII06G3BL9w57dYou6lnEgHVqVsOOs5EBwkEgLSWLHxSghDAwVItLBXyr6GSJtjEYyACSZCjOZdF7cg;Talita Cirineu;https://play-lh.googleusercontent.com/-YEfhljJXdno/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclw99261GtjoZmSwd6HzImXafukfw/photo.jpg;Gosto muito de comprar no mercado livre;4;0;10.154.2;2021-04-27 23:47:09;;
78;gp:AOqpTOGA73iti3DIyeTTc7EjOUyVV-uQXFVjG_rB7EVbb5rMepN4uxkXzj4Svn4A829CZnTIbN6stWpcG3mHFA;Alyson Francisco;https://play-lh.googleusercontent.com/-LGGu7Bg_1wY/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucn0QydoAkT4-Nrewl2SFiypUgcvCg/photo.jpg;Boa;5;0;10.154.2;2021-04-27 23:46:34;;
79;gp:AOqpTOEUpwSLfUZk_6M2iv9fGHBa3tg0szdwFzlpPB75q5QgZe4AYW-gr1Z3AE_pS73Zsrm_48WvSAq4G_3wCA;Emelly Andrade;https://play-lh.googleusercontent.com/a-/AOh14GhUJ93y9AxzWMK9z0cWbYdNvL3Ko50il0UIlwR8;Todas as vezes que precisei fui bem atendido quando não. tive o reembolso do valor muito obrigado mercado livre;5;0;10.154.2;2021-04-27 23:46:27;;
80;gp:AOqpTOH1PIIOWDsHPm-wGQsl7L6nCp1Ne5FFIQTViyVRTN6vWu8La4nqV6x6bjuUbDekbBaTsrybJBxgM3Y4HQ;tatiane tuty;https://play-lh.googleusercontent.com/a-/AOh14Gi1mQWL2GVIELuWG2cfd6g5_BWPHqEERXxB92Mt;Entrega rapida e super confiável;5;0;10.154.2;2021-04-27 23:46:12;;
81;gp:AOqpTOH-FhsLnmG4Rn2IHaAts_noVtDMWjA7FvCft1cumUBc8ggoTj2sEfZe4Z7jG1iOjPvjF3-uFykjIO3BlQ;GM ASTRA 2.0;https://play-lh.googleusercontent.com/a-/AOh14GjCYvzgoO8YBC8zCI1T1TusseQs5ARp2ofQKyGgtA;Recomendo 👍😉;5;0;10.153.1;2021-04-27 23:46:10;;
82;gp:AOqpTOEup4oGU9TV6yigO5Ct41-tSVcgJMTDlseFB9WrxBu23CckzJYXQRVDx4EH95PgGVWL-mBujdElCie0DA;Lucas Andre;https://play-lh.googleusercontent.com/a-/AOh14GgDVr010fjHYGfrlQjOaJ50ke9D4kYYn6kKNw58Lw;Não tive nem um problema;5;0;10.154.2;2021-04-27 23:45:32;;
83;gp:AOqpTOGfYlHdCpclPH8FWDzQEDbb1RVR2ody8cyN0nQ3zzpQuYjN7pnZFdg9WYsK2KOAW0qRQquNObcLEKTrpg;Vanessa Lopes Da Cruz;https://play-lh.googleusercontent.com/-zJSU5kIYDSA/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucl_GYmtUwPxKd8AO79CIE4iuI8teQ/photo.jpg;Exelente esse aplicativo.;5;0;10.154.2;2021-04-27 23:44:47;;
84;gp:AOqpTOEyXH2OCmnrXvFokdWAKW-A9q0l3_fB6bh3vmk-0menmdJgRMuR6qyz1ytz5vvlUndziLPcXJb5k37O0g;fabiana magalhaes;https://play-lh.googleusercontent.com/a-/AOh14GgNZg0tm1VFBfLRAH290nx4gJyOWF2f03wx0GNutA;*Qualquer pessoa consegui comprar de forma rápida e segura. *Oferece acesso a todas as informações sobre o produto. *Diversas formas de pagamento. * Comprei diversos produtos e fiquei bastante satisfeita.;4;0;10.154.2;2021-04-27 23:44:32;;
85;gp:AOqpTOFPM5vFA8Q9wtQVlKSlj75ciTeLA3hndpEsguGCTxvnnRsmlVPD57hBDOIyil_bEFryppXYV9juVm64AQ;Ednaldo Silva;https://play-lh.googleusercontent.com/a-/AOh14GjwnibB57NE0uRX60IhQYAJV0hACbQrfIDqHs_7Dg;Ótimo apps de compra, variedade, preço e praticidade;4;0;10.154.2;2021-04-27 23:43:26;;
86;gp:AOqpTOFiMY7VBL_mkAx_hRZ28l-PA6FBR9kscXsh7iAyvHIWtSXaK_fpvJwrSRVRdYutF4IcbujvMK6qRt7fbQ;Elisangela maximiano vieira;https://play-lh.googleusercontent.com/a-/AOh14Gge83w7NN3uYc6JwLCJprK9yoe1phoDCU8h63nG;Td que comprei sempre chegou antes da data e nao tive problema algum...sou cliente a anos.;5;0;10.154.2;2021-04-27 23:43:23;;
87;gp:AOqpTOGHegGJm5qnXAIqhFv3kI03cYptGqoh7gFFLy_moSrnKjaC8chawsL_BBDuSE7In3rX8l6yFJpm6s6o_Q;Roberto Georg;https://play-lh.googleusercontent.com/a-/AOh14Gg9lVL_wtCQH4YZY7mXigHFehO9wwQhR3qr-3LXAw;Recomendo;5;0;10.154.2;2021-04-27 23:42:23;;
88;gp:AOqpTOFNSGvEBsuvT5Rkz9ntjFU2MGhdey7cs0relgRxztLNB-jO6uHCsWzFbDb7q1_LKU_EAFGm6MpH846NNg;Victor Miguel;https://play-lh.googleusercontent.com/a-/AOh14GjpxyTb9tPEPEMwemLcspiWJZhiyOqfVe20xqEM;Too;5;0;10.154.2;2021-04-27 23:42:18;;
89;gp:AOqpTOH7XpkGjMr0V9nmRM-grqVr0_ToXUUCP07bcRF3PN3mwDe8oVdYfH-fjvwq0e6QHzPBg92wUKYyJd0PcQ;Cris Araruama;https://play-lh.googleusercontent.com/-TtdLKD2UyBw/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucluKVPWwr_-y0tWwVif8-ubHOJBKg/photo.jpg;Sou sempre satisfeita com os serviços do MercadoLivre, entrega pontualmente e correta , produto bem armazenados, funcionários atenciosos e educados, obrigada. Cris;5;0;10.154.2;2021-04-27 23:42:07;;
90;gp:AOqpTOFS2da6dkdpTCWaGofXmTMVUV60tlpBD8Cazb8aSzlCoFZ0Hd9EfgMBK7KwxUJjSTE3WpF-tIw-4Wq-rg;MARIA CHIQUINHA ARTES SANTANNA;https://play-lh.googleusercontent.com/a-/AOh14GiHpRQgzB9FzMZSHRg8Kqu5BDIZxs-9VH_Aoc4nCA;Bom;5;0;10.154.2;2021-04-27 23:42:04;;
91;gp:AOqpTOG3baOg0zAqPuTO5fjp04rBtQPa_hyZDiHuM7w6iY569lqwxlB9J7mOxvItswGwKVo9RVPgqKGVvvztvQ;Ezequiel Barbosa Nunes;https://play-lh.googleusercontent.com/-nZEYjUH3D_g/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucn7b8f7UPP4SrAOgY-wiV8Qg_WHGg/photo.jpg;Entrega full nunca chega no prazo .ta enrolado de mais;1;0;10.154.2;2021-04-27 23:41:30;;
92;gp:AOqpTOH_PmIv8qowuG6ZdYXR-3RSulUJOe7BbFgBq_2MjV9Fg8KfOnLmcNub7h-792qb2YLdvgHB6lrEZBdl8g;Ezequiel Ferreira;https://play-lh.googleusercontent.com/a-/AOh14GiSJaUSo7z3boSmVWDXBj0BvvPeW9jmgSh1JgxUxA;Bom;5;0;10.154.2;2021-04-27 23:41:29;;
93;gp:AOqpTOEIaWmY9Aicnue4Y5B7l3cXYJ8Jtw8IYTa7xhCMf_3-BJnwgqxRfb6yWb6hsBGwG02jL6N8ZUAYabbB1Q;Fernanda Santos;https://play-lh.googleusercontent.com/a-/AOh14Gh3wUmhYV0wpPxr-0FEYbeddOtSjqzTfKH7MCL3_Q;Entrega rápida e muito compromisso e responsabilidade com nós clientes. Estão sempre atentos as nossas solicitações. Todas as vezes em que comprei fui muito feliz com minhas escolhas, e sempre chegou antes da data combinada.;5;0;10.154.2;2021-04-27 23:41:18;;
94;gp:AOqpTOFz5G2e2FL-2XqmtZNhiey3ANDjyPfCe-lpFT_EYbcgIVegwXBpxotMUgGptQFzauDkcLMjfnBDR_sT4g;Halliu de Abreu Pessotti;https://play-lh.googleusercontent.com/a-/AOh14GgR8E5-QY5VTLHTjeCsZAydovi0WoaS-DF2hcZOjoI;Bom;5;0;10.154.2;2021-04-27 23:40:57;;
95;gp:AOqpTOHskYSj1OuIQA1YzaAfVkmYil3GkyoQVMqFT7nP-VFDx7ns1e94w0FU57jfeavA4KNBrYEDjDHqcmk2Ag;Romero Jorge;https://play-lh.googleusercontent.com/a-/AOh14GiKuLI34DIJ5HJWX3WbkHfifb8LfLsE9KQWvTFFOQ;Recomendo a todos.;5;0;10.154.2;2021-04-27 23:40:51;;
96;gp:AOqpTOGo81TL6iV4e0X9_WQ49EmEaBPqiWDwCug6G9qUK-Bd9FAVAzx5DZnmu4Q8XFZe22dzhvipjfaRbmqTnQ;Antonio Felicio;https://play-lh.googleusercontent.com/-M368MG-wky0/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnRekpV7-A1Ah-HYSGNATCNHz_k_w/photo.jpg;Sempre fiquei satisfeito tanto nas compras ou quando não gostei a devolução foi quase que imediata;5;0;10.154.2;2021-04-27 23:40:32;;
97;gp:AOqpTOFAHfel3Tsw88UA8sU0F87TV4PJ1zHaSHGHv_Phz0E1g91NxWpTBIWvlWWwWP4HWPr03dJXv_kKvDMF6g;Paty Menezes;https://play-lh.googleusercontent.com/a-/AOh14GgpV2KZJf9mgXfpcdi-Rkgo5gurrluwKi-pBgAVhg;O melhor topppp;5;0;10.3.9;2021-04-27 23:39:48;;
98;gp:AOqpTOH0EUWsqIsO_OTD4ZFS-LMLT0flLUOmNKxiGwfFJyrXLv1EBV4op6tyXKcpjpiWP1NyOknERmy7mz9E7A;Roberto Marioti;https://play-lh.googleusercontent.com/-fT0M3HvC_3Q/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnw1ke16OyQxN3gyRGizscfdbd9kw/photo.jpg;Muito bom.entrega rápida.parabens.;5;0;10.154.2;2021-04-27 23:39:33;;
99;gp:AOqpTOFlp7WLQZ4BIxIjYDgoeOB7DtyN2iPHSGVs9rjLsZUAOkezHSRdmJjsdYBV9qyAGro-LjP2ZfeiDtFCyg;Ana Paula Siqueira;https://play-lh.googleusercontent.com/a-/AOh14Gi0ky_MZA6gfTcYzfFLCOppB9xbAfME_UxmwXB62w;Minha conta foi clonada e não consigo cancelar a conta.;1;0;10.154.2;2021-04-27 23:38:32;;
100;gp:AOqpTOGoDS71f3x98ezV5JxoAsz1flAHnFptoexE2I9Eo01BV3Gdy9ECvQ2PRHJgiCFhSQXWN65R69ZKC34zjA;Selynger Vasconcelos;https://play-lh.googleusercontent.com/a-/AOh14Ghi8Fr5hc18mrcgGpmCoNXPHIrbMuQp5V0C2DpU;Confiável;5;0;10.150.2;2021-04-27 23:37:46;;
101;gp:AOqpTOHuXx6Mum-XUCCBdkHzRCGPoUd7PMNv5eGeXLK6lI-7Thn8lg-UAsu9gGzaXu6KMNoG-onHMpV1M7RLGw;Planeta Animal Pet shop;https://play-lh.googleusercontent.com/a-/AOh14Gg24FDYoNdEZvfwnFl1N6K2IfFRCDHp2GOoKPGHfcA;Excelente app. Compra fácil e tem tudo;5;0;10.154.2;2021-04-27 23:37:46;;
102;gp:AOqpTOEaQaMXjLBZEq-03AZr94goPzlk7g7xfUA6H9KCu3_p_XAckg_j4czwVidYGhRU0mBa34kQlNrC01e7bg;Samara Mello;https://play-lh.googleusercontent.com/a-/AOh14GgG45QNx3dBFcL-WkhfWgV1ACtfaUEHmkQ-uc-A7Q;Muito bom;5;0;10.154.2;2021-04-27 23:36:46;;
103;gp:AOqpTOF5lS8XMDBgay1TIyRgb0SJbloYK5nscVXTKW1PNtsXgX_fHTrNzJtuGmpxTp7qvW78gU7ZBbwrgtNO0g;Andre Colombo;https://play-lh.googleusercontent.com/a-/AOh14GimQ5agZVt_sq0LX3WUp7MngiH9kfFWhWVYPozk;Excelente;5;0;10.154.2;2021-04-27 23:36:30;;
104;gp:AOqpTOEIpLpoIMcBqLpHo9ZEiG_-hm9JZS3AM5bXDClUr725JoyQ3HDVoOHT1Yu2CQu-aPj8zLe8VvzewnKHFA;Camila Soares;https://play-lh.googleusercontent.com/a-/AOh14GhmHpj9smldMtTkk4BoUo6vMHqVExOGNmxca_ZMjA;Amo demais comprar no ML meu vício... sempre veio certinho.;5;0;10.154.2;2021-04-27 23:35:57;;
105;gp:AOqpTOGEND9wA1j0N2naiaHaQQ04_63hzb09P7vYBtQ1TpF4iUVsEgUwTPQzGyeXFbEXpXPz-lUiE0SpUSHDRg;Alexsander S. Fernandes;https://play-lh.googleusercontent.com/a-/AOh14Gj3PgFbzsMziFxxJS2h204dQFrkYQd-qogTw4Xhtd4;Excelente;5;0;10.154.2;2021-04-27 23:35:09;;
106;gp:AOqpTOHyNciMtZHgGDLEChlOuU5W2YuJ1dpNSu0SBqQ2bYxYtRBdoVwhjWQgKpCABXE2JYNqJRJMFx5IG0kW2g;Daniele Sousa;https://play-lh.googleusercontent.com/a-/AOh14GjMgMLvPI1lHhfLxYQj5J_-DYF9IMvEWKWBiSh6Og;Eu havia excluído o app, quando fui instalar novamente e acessar minha conta, tive q validar com a foto da frente e verso do rg e uma selfie. E recebi a mensagem no email q não fui reconhecida . Estou frustrada com isso. Fiz o mesmo procedimento hoje, por que quero acessar minha conta. E a mensagem diz pra aguardar a liberação de acesso a conta em ate 24h. Uma falta de respeito.;1;0;10.154.2;2021-04-27 23:34:27;;
107;gp:AOqpTOHkpRCMDuifNagbDXpnpz8CuMwkXHl6TwEc_8IjK42PHcIzll4ZoMtX90eUF3D2ZHxpwTfeXd9phFmlrg;Marcelo Augusto;https://play-lh.googleusercontent.com/a-/AOh14GgwVSaMbfwh9btfKZ5H0H9HOlPs3cPDgmgV5wZXrw;show;5;0;10.154.2;2021-04-27 23:33:33;;
108;gp:AOqpTOGxE_RV0p-_YBxiF6acISwezmNo_D81kjJ845nSnkQZBSJxkGzg0-09iWDub37jjMuVEa1ScwQjRGhbnw;Maria Das Graças Lopes;https://play-lh.googleusercontent.com/-TBFr9MkYC7o/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclDjlue6jsd3UbMaHI_J86TDjiFBw/photo.jpg;Só compro com mercado livre;5;0;10.154.2;2021-04-27 23:32:57;;
109;gp:AOqpTOHdiwJgDWAY13im1Dqlemub_XYwe-R_NvWcV9FJOFYfl3vh931t3UbLBbpyFKzunHyLQP-Wb0bRn4fekA;Josmario Alves;https://play-lh.googleusercontent.com/-Pxjh8YaNMnk/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckg082_sRSkumwkN7YHpl5srX7Z3w/photo.jpg;Mercado livre, tudo de bom* * * * * estrelas...;5;0;10.154.2;2021-04-27 23:31:48;;
110;gp:AOqpTOF9KzLQGIEOyje5vg7fZiBiiI5DKIjvsNaKvcpW-Ld3pV1662ulX4h66Qw_GJi49B7E-vZAbDGrAam8Ww;Leandro Chiareli;https://play-lh.googleusercontent.com/-FxR2rUXtYSM/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmyi2f9tymCzPWKRGAwt1Oqk5bssg/photo.jpg;Magnifico;5;0;10.154.2;2021-04-27 23:31:30;;
111;gp:AOqpTOGB1ak1U-UK58DLK6LwYDEEkCwoF6obVF9XIiGw1HYjI11wHscqjgx4uAsY70yDg0_zxRQWFtU9YCDkgQ;Oseias Costa;https://play-lh.googleusercontent.com/a-/AOh14Gju69pmM2z3GZj4UTedke2D0sG_lao42HSLI7r_;Excelente;5;0;10.154.2;2021-04-27 23:31:27;;
112;gp:AOqpTOH1oXZJKKjUBhuLJ7fayJOjvUkq7wFRgEFdPgC0Wp2JpW-b2CHzlVSUrvcWtJhbKOQFKvc4dLzGAIEP7A;Michellinha, Michelle;https://play-lh.googleusercontent.com/a-/AOh14GhW8PkeEJ1ZvXjPIgNtplZ3ngRC7OF7wRjXWKf77Zk;O juros de vcs está surreal, 330,00 num produto para pagar 900,00 em 12x no mercado de crédito? Loucura isso..;1;0;10.154.2;2021-04-27 23:31:06;;
113;gp:AOqpTOHT9uN87zdJcTiV-L1cKa_7FutGX1swnxb92D1qIDHgdH_yl4uHpXLXFzpPOpWaZ0IP_WN_ZCJkg-T0EA;Rafael Deoclides;https://play-lh.googleusercontent.com/-dHsXhpFnKQg/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclN204yWoZnItAPCDNYwTN774FF9A/photo.jpg;Muito bom;5;0;10.154.2;2021-04-27 23:31:01;;
114;gp:AOqpTOHC5Aj_HyP8GvOn_jePPq6RFLdQ-pYwjQX5JT04YbMD7jIk5G425P3sk9jkiMiCbaEY3lu1R-RwT5FXXA;Alisson Rocha;https://play-lh.googleusercontent.com/a-/AOh14Gj1tWpPw97BTuoIzVlo9TEKA4oFJjROc5BItQ6fSH8;Muito bom!!;5;0;10.154.2;2021-04-27 23:30:55;;
115;gp:AOqpTOGN9TBx7ZjIlAadFydT9LkYZN0J7Hn-YRRZjzwRgA83rn0tFx-Sjdu6_I1AJJqC-XbEhHfQDplPbbWb_w;Sakura Doida ' - ';https://play-lh.googleusercontent.com/a-/AOh14Gj_msTYaTiuRcEzcuLGE8EveglPmHLpf4_ZmNfBfA;PÉSSIMO! Comprei um relógio com defeito e o mercado livre não aceitou meu reembolso! Vontade de processar! Pena q não tenho tempo! Cuidado pessoal não confiem!;1;0;10.154.2;2021-04-27 23:29:34;;
116;gp:AOqpTOG2a8fJ9_JTpZCXrZaGyslgEtBZnUy9ruFMWk06U5hOn7UiXDy8Sxi5P0WHk5LL8N7mauaexYkFq8wkSg;Pedro Henrique Santana;https://play-lh.googleusercontent.com/-T4w612B5pYg/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnd1j-LDc_zdSeVv_Llm2aKoMsf2A/photo.jpg;Show;5;0;10.154.2;2021-04-27 23:28:39;;
117;gp:AOqpTOGu-7QfPI_c5Ffg6gHAz_crUAakI4pVQ66l5hEpK6wOdmfhA11Vskyk4CB7WCZYjqtzxyFAJQaRrI4t5A;suzane melo;https://play-lh.googleusercontent.com/a-/AOh14GhFYTnptIHzHbhJHwCfGPVXwL9dpxRWF08uvXGR2g;ótimo app muito bom pra fazer compras online;5;0;10.154.2;2021-04-27 23:28:29;;
118;gp:AOqpTOHT6eMUP2zA1KuGZ2rpII5iHbjwp7Zx-Z2GBF7ytcldh_UBXgjgWXyN1olXNIH_kdIOIXjV7SK43PQnNQ;Menzaque Albuquerque;https://play-lh.googleusercontent.com/a-/AOh14GjYf0JHKPz_fXGZTMtxjjVs52bOFwKjRdacyac8G_8;Melhor app de compras.;5;0;10.156.2;2021-04-27 23:28:18;;
119;gp:AOqpTOGYqL1Jte15nm3DvlOEcoZo_4jz5RmAnuw-tsGGvo1oWG3p84YzHcS7IUOUfGJlJqYWJIDRR07C4g81Iw;Tainan Alves;https://play-lh.googleusercontent.com/-2wzyPTQHzjA/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmPjtxSa0wCs0K9eFhr1TvudHZLdw/photo.jpg;Eu amo comprar no mercado livre ,estão de Parabéns , rapidez e qualidade Estou muito satisfeita.;5;0;10.153.1;2021-04-27 23:27:30;;
120;gp:AOqpTOGlZu4pY7xnifxVatEvrTn5hW53rK9nY_MIrhRyV8a-eMbDMesB6LdD5xzSccJTC9pJ28FCAi0V3SbdLg;Edvando Vasconcelos;https://play-lh.googleusercontent.com/a-/AOh14GilQsPeEfD_sJaFvIVQI2TQvF4XnrKFgF6UZPzat4I;Ótimo;5;0;10.154.2;2021-04-27 23:27:14;;
121;gp:AOqpTOFvnrUlsTaJrlg2wfLIBgIuywhYZ1gLhsl3IEurK_ZTa-1KEuhI2awZgbfW9FgT8TC9b9NsbW4NMXu1OQ;John Dias;https://play-lh.googleusercontent.com/-Kz2PAHEILHc/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclaiNJ2GNbCzoX3Udb6W8JyYS59PQ/photo.jpg;Ótimo;5;0;10.154.2;2021-04-27 23:25:32;;
122;gp:AOqpTOGk4sCJheZIwMHRdwHW3Kic-WbbnNjGF6NPSvHfwGKu2AW2XUY8Lwfp6hGLuCSRJdj4ub70dPyYhGwZAQ;Maria Oliveira;https://play-lh.googleusercontent.com/-Z9ozSEgyDfU/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmwYws9KKOt1uTJ14AgHVpec9CG6w/photo.jpg;TOOP. A ENTREGA DO PRODUTO FOI MUITO RÁPIDA.;5;0;;2021-04-27 23:25:21;;
